id,name,pub,installs,rating,ratings,updated,months,repo_full,gh_pushed,commit_months,archived,licence,open_issues,stars
miguelsolorio.symbols,Symbols,Miguel Solorio,911943,4.91,43,2026-05-30,3.1,,,,,,,
alphabotsec.vscode-eclipse-keybindings,Eclipse Keymap,Alphabot Security,910215,4.89,18,2022-05-23,51.3,alphabotsec/vscode-eclipse-keybindings,2023-11-10,33.7,False,MIT,10,74
bierner.markdown-yaml-preamble,Markdown yaml Preamble,Matt Bierner,907713,2.67,3,2026-05-21,3.4,,,,,,,
misogi.ruby-rubocop,ruby-rubocop,misogi,903618,3.8,20,2021-12-05,56.9,misogi/vscode-ruby-rubocop,2024-04-22,28.3,False,MIT,84,141
ajshort.include-autocomplete,Include Autocomplete,ajshort,902716,5.0,7,2017-07-17,109.5,ajshort/vscode-include-autocomplete,2018-10-16,94.5,False,MIT,4,8
Codium.codium,Qodo: AI Code Review,Qodo (formerly Codium),900160,4.68,492,2026-09-01,0.0,,,,,,,
antfu.browse-lite,Browse Lite,Anthony Fu,899585,5.0,19,2024-03-25,29.2,antfu/vscode-browse-lite,2024-04-04,28.9,False,MIT,34,662
formulahendry.dotnet-test-explorer,.NET Core Test Explorer,Jun Han,899079,3.18,44,2022-09-23,47.3,formulahendry/vscode-dotnet-test-explorer,2023-08-22,36.3,False,MIT,120,208
webfreak.debug,Native Debug,WebFreak,897556,4.42,19,2024-02-07,30.8,WebFreak001/code-debug,2025-08-26,12.2,False,Unlicense,145,443
salesforce.salesforcedx-einstein-gpt,Agentforce Vibes,Salesforce,896673,2.47,15,2026-08-20,0.4,,,,,,,
shakram02.bash-beautify,Bash Beautify,Ahmed Hamdy,896620,2.48,21,2017-06-14,110.6,shakram02/bash_beautify,2018-03-02,102.0,True,MIT,0,9
dariofuzinato.vue-peek,Vue Peek,Dario Fuzinato,894690,4.69,13,2017-08-20,108.4,fussinatto/vscode-vue-peek,2017-08-21,108.3,False,NONE,10,53
stkb.rewrap,Rewrap,stkb,894205,4.93,112,2022-02-21,54.3,stkb/Rewrap,2024-07-21,25.4,False,NOASSERTION,184,551
jithurjacob.nbpreviewer,VS Code Jupyter Notebook Previewer,jithurjacob,892838,3.62,21,2018-12-25,92.2,jithurjacob/vscode-nbpreviewer,2018-12-25,92.2,False,MIT,25,116
kaysonwu.cpptask,C/C++ Build Task,kaysonwu,882255,0,0,2020-08-22,72.3,kaysonwu/cpptask,2020-09-12,71.6,False,NONE,1,1
sourcegraph.cody-ai,Cody: AI Code Assistant,Sourcegraph,882037,3.98,149,2026-06-17,2.5,,,,,,,
kumar-harsh.graphql-for-vscode,GraphQL for VSCode,Kumar Harsh,880824,3.33,18,2019-10-31,82.0,kumarharsh/graphql-for-vscode,2021-09-27,59.1,False,MIT,32,275
jeroen-meijer.pubspec-assist,Pubspec Assist,Jeroen Meijer,878460,4.93,15,2026-08-13,0.6,,,,,,,
bierner.markdown-footnotes,Markdown Footnotes,Matt Bierner,873887,5.0,7,2022-11-18,45.4,mjbvz/vscode-markdown-footnotes,2022-11-18,45.4,False,MIT,5,41
pgl.laravel-jump-controller,Laravel Jump Controller,pgl,872641,5.0,2,2026-08-09,0.8,,,,,,,
expo.vscode-expo-tools,Expo Tools,Expo,870890,5.0,13,2026-05-21,3.4,,,,,,,
NuclleaR.vscode-extension-auto-import,"Auto Import - ES6, TS, JSX, TSX",Sergey Korenuk,869083,3.55,29,2018-07-18,97.5,,,,,,,
REditorSupport.r-syntax,R Syntax,REditorSupport,868956,1.0,1,2026-03-08,5.8,,,,,,,
IronGeek.vscode-env,ENV,Jakka Prihatna,868661,4.33,12,2020-10-14,70.6,IronGeek/vscode-env,2021-06-06,62.8,False,MIT,10,35
albert.TabOut,TabOut,Albert Romkes,868092,4.81,97,2026-02-17,6.4,,,,,,,
haskell.haskell,Haskell,Haskell,862206,4.88,26,2026-07-04,1.9,,,,,,,
antfu.vite,Vite,Anthony Fu,856910,3.33,12,2021-06-06,62.8,antfu/vscode-vite,2024-07-15,25.6,False,NONE,30,477
llvm-vs-code-extensions.lldb-dap,LLDB DAP,LLVM,854825,5.0,6,2026-08-31,0.0,,,,,,,
seanwu.vscode-qt-for-python,Qt for Python,Shuang Wu,848032,4.38,13,2023-09-20,35.4,seanwu1105/vscode-qt-for-python,2024-10-15,22.5,True,MIT,7,200
cweijan.vscode-postgresql-client2,PostgreSQL,Database Client,847903,4.03,36,2026-07-04,1.9,,,,,,,
marp-team.marp-vscode,Marp for VS Code,Marp team,847150,4.97,29,2026-08-11,0.7,,,,,,,
fabianlauer.vs-code-xml-format,XML Formatter,Fabian Lauer,846648,1.93,44,2017-03-21,113.4,FabianLauer/vs-code-xml-format,2017-03-21,113.4,True,MIT,10,7
uctakeoff.vscode-counter,VS Code Counter,Kentaro Ushiyama,833592,4.67,49,2025-05-17,15.5,,,,,,,
LeonardSSH.vscord,Discord Rich Presence,leonardssh,827366,4.52,29,2025-12-12,8.6,,,,,,,
spywhere.guides,Guides,spywhere,826591,4.82,44,2019-01-06,91.8,spywhere/vscode-guides,2022-04-28,52.1,False,MIT,4,72
biomejs.biome,Biome,biomejs,826569,3.41,44,2026-08-19,0.4,,,,,,,
ardenivanov.svelte-intellisense,Svelte Intellisense,ardenivanov,825608,3.67,3,2025-01-10,19.7,ArdenIvanov/svelte-intellisense,2023-01-03,43.9,False,NONE,37,59
bpruitt-goddard.mermaid-markdown-syntax-highlighting,Mermaid Markdown Syntax Highlighting,Brian Pruitt-Goddard,824029,4.32,19,2026-05-25,3.3,,,,,,,
vstirbu.vscode-mermaid-preview,Mermaid Preview,Mermaid OSS,823423,2.92,24,2025-07-22,13.3,,,,,,,
salesforce.sfdx-code-analyzer-vscode,Salesforce Code Analyzer,Salesforce,820921,3.67,3,2026-08-26,0.2,,,,,,,
fisheva.eva-theme,Eva Theme,fisheva,819621,4.9,91,2026-08-15,0.6,,,,,,,
cipchk.cssrem,px to rem & rpx & vw (cssrem),cipchk,816778,5.0,18,2025-01-16,19.5,cipchk/vscode-cssrem,2025-02-12,18.6,False,MIT,6,160
donjayamanne.jupyter,Jupyter (deprecated),Don Jayamanne,816371,3.69,26,2022-05-31,51.1,DonJayamanne/vscodeJupyter,2020-11-02,69.9,True,MIT,90,334
phplasma.csv-to-table,CSV to Table,Andrew Armstrong,814029,4.91,11,2024-11-16,21.5,Plasma/csv-to-table,2025-11-17,9.5,False,MIT,4,21
SirTori.indenticator,Indenticator,SirTori,811175,4.56,18,2020-09-27,71.1,SirTori/indenticator,2022-12-30,44.1,False,MIT,10,46
bajdzis.vscode-database,vscode-database,Bajdzis,809372,3.26,38,2020-06-21,74.3,Bajdzis/vscode-database,2022-12-30,44.1,True,MIT,515,144
RDebugger.r-debugger,R Debugger,R Debugger,805671,5.0,1,2025-11-27,9.1,,,,,,,
bierner.emojisense,:emojisense:,Matt Bierner,801189,4.91,33,2023-06-06,38.9,mattbierner/vscode-emojisense,2023-07-19,37.5,False,MIT,22,137
MarlinFirmware.auto-build,Auto Build Marlin,Marlin Firmware,799037,4.12,8,2026-07-17,1.5,,,,,,,
mrmlnc.vscode-apache,Apache Conf,mrmlnc,797879,5.0,12,2019-01-07,91.8,mrmlnc/vscode-apache,2023-02-15,42.5,False,MIT,6,28
Wscats.html-snippets,HTML/CSS/JavaScript Snippets,Eno Yao,797228,4.07,46,2020-12-11,68.7,,,,,,,
FittenTech.Fitten-Code,Fitten Code: Fitten Code: Faster and Better AI Assistant,Fitten Tech,795338,4.29,76,2026-08-12,0.7,,,,,,,
geyao.html-snippets,HTML Snippets,geyao,795317,5.0,1,2018-09-18,95.4,,,,,,,
sburg.vscode-javascript-booster,JavaScript Booster,Stephan Burguchev,792247,4.58,19,2020-06-13,74.6,xsburg/vscode-javascript-booster,2020-06-13,74.6,False,NONE,27,159
FelixAngelov.bloc,bloc,Felix Angelov,790748,4.89,19,2026-02-09,6.7,,,,,,,
swiftlang.swift-vscode,Swift,Swift,790147,4.94,17,2026-07-06,1.9,,,,,,,
bierner.github-markdown-preview,GitHub Markdown Preview,Matt Bierner,788958,5.0,21,2026-06-02,3.0,,,,,,,
RandomFractalsInc.vscode-data-preview,Data Preview,Random Fractals Inc.,787755,3.87,52,2021-02-28,66.1,RandomFractals/vscode-data-preview,2024-01-19,31.4,False,Apache-2.0,69,594
cstrap.flask-snippets,flask-snippets,cstrap,786563,5.0,4,2022-02-17,54.4,cstrap/flask-snippets,2023-06-16,38.5,False,NONE,6,68
scalameta.metals,Scala (Metals),Scalameta,785191,4.66,38,2026-08-14,0.6,,,,,,,
lihui.vs-color-picker,VS Color Picker,lihui,784310,3.12,58,2019-01-02,92.0,leehooi/vs-color-picker,2019-01-02,92.0,False,NONE,15,17
Kelvin.vscode-sshfs,SSH FS,Kelvin Schoofs,783332,4.51,111,2026-06-07,2.8,,,,,,,
CS50.lab50,CS50 Lab,CS50,781549,0,0,2023-09-25,35.2,cs50/lab50.vsix,2026-06-01,3.0,False,GPL-3.0,5,24
searKing.preview-vscode,Preview,Haixin Chen,780319,3.2,40,2024-12-11,20.7,searKing/preview-vscode,2026-02-14,6.5,False,MIT,16,35
lextudio.restructuredtext,reStructuredText,LeXtudio Inc.,778541,2.88,76,2026-03-17,5.5,,,,,,,
mtxr.sqltools-driver-sqlite,SQLTools SQLite,Matheus Teixeira,777843,3.8,5,2026-07-06,1.9,,,,,,,
flowtype.flow-for-vscode,Flow Language Support,Facebook Flow,776600,2.79,43,2026-06-07,2.8,,,,,,,
augment.vscode-augment,"Augment: Coding Agent Built for Large, Complex Codebases",Augment Computing,775662,3.59,340,2026-08-10,0.7,,,,,,,
shengchen.vscode-checkstyle,Checkstyle for Java,ShengChen,775347,3.4,10,2023-03-29,41.1,jdneo/vscode-checkstyle,2026-04-02,5.0,False,LGPL-3.0,52,74
oleg-shilo.cs-script,CS-Script,Oleg Shilo,774925,3.67,6,2026-08-13,0.6,,,,,,,
benjamin-simmonds.pythoncpp-debug,Python C++ Debugger,BeniBenj,773986,4.7,10,2022-08-14,48.6,benibenj/vscode-pythonCpp,2023-12-13,32.6,False,NOASSERTION,15,65
redhat.vscode-rsp-ui,Runtime Server Protocol UI,Red Hat,772473,2.0,3,2025-10-10,10.7,,,,,,,
MariusAlchimavicius.json-to-ts,JSON to TS,MariusAlchimavicius,771005,4.63,27,2024-04-18,28.4,MariusAlch/vscode-json-to-ts,2024-04-18,28.4,False,NONE,7,137
MathWorks.language-matlab,MATLAB,MathWorks,770800,4.52,33,2026-07-28,1.1,,,,,,,
fernandoescolar.vscode-solution-explorer,vscode-solution-explorer,Fernando Escolar,769720,4.67,73,2026-07-27,1.2,,,,,,,
sysoev.language-stylus,stylus,sysoev,769658,4.77,13,2022-06-26,50.2,d4rkr00t/language-stylus,2023-03-14,41.6,False,MIT,19,48
tushortz.pygame-snippets,Pygame Snippets,Taiwo Kareem,768461,2.67,6,2016-02-25,126.2,tushortz/vscode-Pygame-Snippets,2021-09-13,59.6,False,MIT,2,14
Gimly81.matlab,Matlab Unofficial,Xavier Hahn,766998,4.62,24,2023-04-26,40.2,Gimly/matlab-vscode,2023-04-26,40.2,False,MIT,42,182
idleberg.icon-fonts,Icon Fonts,idleberg,766820,3.0,2,2022-06-25,50.2,idleberg/vscode-icon-fonts,2025-03-27,17.2,True,MIT,1,48
AykutSarac.jsoncrack-vscode,JSON Crack,Aykut Saraç,763759,4.35,40,2026-04-10,4.7,,,,,,,
yinfei.luahelper,Lua,Tencent,762251,4.57,44,2024-07-15,25.6,Tencent/LuaHelper,2024-11-04,21.9,False,NOASSERTION,161,748
emeraldwalk.RunOnSave,Run on Save,emeraldwalk,761252,3.82,38,2026-01-09,7.7,,,,,,,
SolarLiner.linux-themes,Linux Themes for VS Code,SolarLiner,754993,4.79,14,2017-09-21,107.3,SolarLiner/vscode-arc-theme,2022-12-03,44.9,False,GPL-3.0,15,90
auchenberg.vscode-browser-preview,[Deprecated] Browser Preview,Kenneth Auchenberg,754985,3.2,61,2021-09-28,59.1,auchenberg/vscode-browser-preview,2023-04-30,40.1,False,MIT,54,4379
PeterSteiner.pip-installer,pip installer,Peter Steiner,752326,4.0,2,2023-01-22,43.3,,,,,,,
jakebathman.mysql-syntax,MySQL Syntax,Jake Bathman,751700,3.14,14,2018-03-08,101.8,jakebathman/mysql-syntax,2019-10-07,82.8,False,NONE,26,12
shenjiaolong.vue-helper,vue-helper,shenjiaolong,747546,4.18,11,2026-08-04,0.9,,,,,,,
Pleiades.java-extension-pack-jdk,Extension Pack for Java Auto Config,Pleiades,743882,4.45,22,2026-06-24,2.3,,,,,,,
salesforce.salesforcedx-vscode-expanded,Salesforce Extension Pack (Expanded),Salesforce,741357,3.0,7,2026-08-26,0.2,,,,,,,
asciidoctor.asciidoctor-vscode,AsciiDoc,asciidoctor,739910,4.4,10,2026-08-19,0.4,,,,,,,
fill-labs.dependi,Dependi,Fill Labs,738871,4.39,46,2026-08-17,0.5,,,,,,,
standard.vscode-standard,StandardJS - JavaScript Standard Style,Standard,738267,5.0,5,2022-11-06,45.8,standard/vscode-standard,2023-09-16,35.5,False,MIT,26,123
fabiospampinato.vscode-diff,Diff,Fabio Spampinato,738120,3.84,25,2024-03-30,29.1,fabiospampinato/vscode-diff,2026-07-16,1.5,False,MIT,9,43
mosapride.zenkaku,zenkaku,mosapride,737407,4.4,5,2016-11-30,117.0,,,,,,,
Zaczero.bootstrap-v4-snippets,Bootstrap v4 Snippets,Zaczero,737386,4.8,5,2019-11-15,81.5,Zaczero/bootstrap-v4-snippets,2019-11-15,81.5,True,MIT,4,22
patcx.vscode-nuget-gallery,NuGet Gallery,pcislo,737207,4.81,37,2026-05-19,3.4,,,,,,,
richie5um2.vscode-sort-json,Sort JSON objects,richie5um2,737128,4.68,50,2021-03-20,65.4,richie5um/vscode-sort-json,2023-01-11,43.7,False,MIT,49,111
ms-azure-load-testing.microsoft-testing,Azure Load Testing,Microsoft,737110,5.0,3,2026-02-05,6.8,,,,,,,
formulahendry.dotnet,.NET Core Tools,Jun Han,734830,4.2,5,2018-03-27,101.2,formulahendry/vscode-dotnet,2023-10-08,34.8,False,NONE,7,14
mushan.vscode-paste-image,Paste Image,mushan,733215,4.8,51,2019-01-23,91.3,mushanshitiancai/vscode-paste-image,2023-07-05,37.9,False,MIT,89,471
JakeBecker.elixir-ls,ElixirLS: Elixir support and debugger,ElixirLS,733059,4.33,45,2026-06-10,2.7,,,,,,,
jbenden.c-cpp-flylint,C/C++ Advanced Lint,Joseph Benden,732042,3.05,19,2024-06-04,26.9,jbenden/vscode-c-cpp-flylint,2024-11-18,21.4,False,MIT,42,157
austenc.tailwind-docs,Tailwind Docs,Austen Cameron,731915,5.0,6,2023-07-28,37.2,austenc/vscode-tailwind-docs,2023-07-28,37.2,False,MIT,3,31
chuckjonas.apex-pmd,Apex PMD,Charlie Jonas,729381,4.75,4,2026-05-15,3.6,,,,,,,
HTMLHint.vscode-htmlhint,HTMLHint,HTMLHint,729345,5.0,6,2026-02-06,6.8,,,,,,,
AndersEAndersen.html-class-suggestions,HTML Class Suggestions,Anders Ellenshøj Andersen,727620,4.4,10,2023-04-23,40.3,andersea/HTMLClassSuggestionsVSCode,2026-07-24,1.3,False,MIT,2,9
vivaxy.vscode-conventional-commits,Conventional Commits,vivaxy,727164,4.9,39,2026-05-23,3.3,,,,,,,
pdconsec.vscode-print,Print,PD Consulting,723711,4.72,54,2025-07-27,13.2,,,,,,,
apollographql.vscode-apollo,Apollo GraphQL,Apollo GraphQL,721046,2.47,60,2026-06-09,2.8,,,,,,,
Oracle.oracledevtools,Oracle Developer Tools for VS Code (SQL and PLSQL),Oracle Corporation,719973,3.33,101,2024-08-29,24.1,,,,,,,
damms005.devdb,DevDb,Damilola Olowookere,719912,5.0,10,2026-05-14,3.6,,,,,,,
GitHub.copilot-nightly,GitHub Copilot Nightly,GitHub,717563,4.85,27,2023-07-03,38.0,,,,,,,
slightc.pip-manager,Pip Manager,slightc,715617,4.85,13,2024-06-15,26.5,slightc/pip-manager,2024-06-15,26.5,False,MIT,13,80
Shopify.ruby-extensions-pack,Ruby,Shopify,715445,3.82,11,2026-03-18,5.5,,,,,,,
OBKoro1.korofileheader,koroFileHeader,OBKoro1,713953,4.73,44,2023-01-29,43.1,OBKoro1/koro1FileHeader,2023-04-19,40.4,False,MIT,95,6066
adashen.vscode-tomcat,Tomcat for Java,Wei Shen,713407,2.33,24,2021-10-29,58.1,adashen/vscode-tomcat,2024-06-16,26.5,False,NOASSERTION,69,66
ms-vscode.vs-keybindings,Visual Studio Keymap,Microsoft,713350,4.29,35,2021-04-06,64.8,Microsoft/vscode-vs-keybindings,2024-03-18,29.5,False,MIT,34,62
geequlim.godot-tools,godot-tools,Geequlim,713200,4.96,54,2026-06-17,2.5,,,,,,,
GregorBiswanger.json2ts,json2ts,Gregor Biswanger,709761,4.49,57,2016-02-20,126.3,GregorBiswanger/VSCode-json2ts,2024-01-24,31.2,False,MIT,10,32
mariorodeghiero.vue-theme,Vue Theme,mariorodeghiero,707295,4.93,14,2025-09-29,11.1,,,,,,,
phproberto.vscode-php-getters-setters,PHP Getters & Setters,phproberto,705590,3.73,26,2018-05-08,99.8,phproberto/vscode-php-getters-setters,2022-12-06,44.8,False,NONE,30,29
moshfeu.compare-folders,Compare Folders,MoshFeu,703642,4.39,92,2026-04-10,4.7,,,,,,,
jundat95.react-native-snippet,React Native Snippet,jundat95,702451,4.88,16,2019-12-14,80.6,,,,,,,
meganrogge.template-string-converter,Template String Converter,meganrogge,701253,4.69,36,2023-04-13,40.6,meganrogge/template-string-converter,2026-03-12,5.7,False,MIT,29,203
intellsmi.comment-translate,Comment Translate,intellsmi,698086,4.87,62,2026-03-04,5.9,,,,,,,
oouo-diogo-perdigao.docthis,Document This,oouo-diogo-perdigao,697069,3.55,11,2020-06-28,74.1,oouo-diogo-perdigao/vscode-docthis,2023-05-17,39.5,False,MIT,17,73
ms-ossdata.vscode-pgsql,PostgreSQL,Microsoft,695141,4.45,38,2026-08-31,0.0,,,,,,,
s-nlf-fh.glassit,GlassIt-VSC,hikarin522,694717,4.78,46,2023-02-17,42.4,hikarin522/GlassIt-VSC,2025-09-09,11.7,False,MIT,50,254
fivethree.vscode-svelte-snippets,Svelte 3 Snippets,fivethree,691502,5.0,2,2020-07-13,73.6,fivethree-team/vscode-svelte-snippets,2023-06-26,38.2,False,MIT,8,33
jawandarajbir.react-vscode-extension-pack,React Extension Pack,Rajbir Jawanda,688987,4.83,6,2022-07-13,49.6,jawandarajbir/react-vscode-extension-pack,2022-07-13,49.6,False,MIT,0,9
PKief.material-product-icons,Material Product Icons,Philipp Kief,688416,5.0,19,2024-07-13,25.6,material-extensions/vscode-material-product-icons,2026-07-08,1.8,False,MIT,8,80
ClemensPeters.format-json,JSON formatter,Clemens Peters,686766,4.32,19,2023-02-11,42.6,clemenspeters/vscode-extension-format-json,2025-09-01,12.0,False,ISC,1,7
mblode.twig-language-2,Twig Language 2,mblode,685586,3.48,21,2026-07-31,1.1,,,,,,,
cjhowe7.laravel-blade,laravel-blade,Christian Howe,684988,4.33,6,2018-01-28,103.1,cjhowe7/laravel-blade-vscode,2019-08-25,84.2,True,NONE,7,2
actboy168.lua-debug,Lua Debug,actboy168,684610,4.64,11,2026-06-16,2.5,,,,,,,
Fudge.auto-using,Auto-Using for C#,Fudge,682443,3.95,21,2020-03-07,77.8,natanfudge/Auto-Using,2023-01-07,43.8,True,LGPL-3.0,31,38
YouMayCallMeV.vscode-java-saber,Java IDE,JavaHub,681079,2.8,5,2021-04-25,64.2,jiangdequan/vscode-java-saber,2023-12-18,32.5,False,NONE,22,30
tintoy.msbuild-project-tools,MSBuild project tools,tintoy,676361,5.0,13,2025-07-16,13.5,,,,,,,
funkyremi.vscode-google-translate,Vscode Google Translate,funkyremi,676327,4.39,83,2025-09-20,11.4,,,,,,,
bigonesystems.django,Django,Roberth Solís,676204,4.17,6,2019-09-20,83.4,rbtsolis/django-vscode,2019-09-18,83.4,False,MIT,3,6
silvenon.mdx,MDX (deprecated),Matija Marohnić,676072,5.0,3,2022-08-08,48.8,silvenon/vscode-mdx,2022-08-27,48.2,False,MIT,12,110
yatki.vscode-surround,Surround,Mehmet Yatkı,673130,4.81,36,2022-08-08,48.8,yatki/vscode-surround,2026-03-22,5.4,False,MIT,8,1237
heybourn.headwind,Headwind,Ryan Heybourn,671546,4.0,17,2020-07-19,73.4,heybourn/headwind,2023-07-29,37.1,False,MIT,87,1429
william-voyek.vscode-nginx,NGINX Configuration,William Voyek,670238,2.57,7,2019-10-22,82.3,william-voyek/vscode-nginx,2019-10-22,82.3,False,MIT,5,11
gornivv.vscode-flutter-files,[FF] Flutter Files,Igor Kravchenko,667164,5.0,2,2026-08-30,0.1,,,,,,,
hnw.vscode-auto-open-markdown-preview,Auto-Open Markdown Preview,hnw,666614,3.97,35,2017-03-04,113.9,hnw/vscode-auto-open-markdown-preview,2020-12-11,68.7,False,NONE,24,42
bencoleman.armview,ARM Template Viewer,Ben Coleman,666273,4.93,29,2022-02-06,54.8,benc-uk/armview-vscode,2026-02-23,6.2,True,MIT,6,148
sporiley.css-auto-prefix,css-auto-prefix,sporiley,664240,3.77,13,2018-07-22,97.3,stevengeeky/css-auto-prefix,2018-07-23,97.3,False,MIT,6,2
pucelle.vscode-css-navigation,CSS Navigation,pucelle,664092,4.84,44,2026-06-06,2.9,,,,,,,
asvetliakov.vscode-neovim,VSCode Neovim,Alexey Svetliakov,663995,4.52,145,2026-05-12,3.7,,,,,,,
afractal.node-essentials,Node Essentials,afractal,663198,0,0,2019-01-28,91.1,afractal/NodeEssentials,2019-09-19,83.4,False,MIT,0,1
Endormi.2077-theme,2077 theme,Endormi,663005,5.0,51,2021-07-24,61.3,endormi/vscode-2077-theme,2021-07-24,61.3,False,NONE,2,142
softwaredotcom.swdc-vscode,Code Time,Software,662559,3.36,59,2026-04-22,4.3,,,,,,,
DivyanshuAgrawal.competitive-programming-helper,Competitive Programming Helper (cph),Divyanshu Agrawal,661980,4.73,60,2026-08-04,0.9,,,,,,,
HarryHopkinson.vs-code-runner,vs-code-runner,HarryHopkinson,660625,3.4,5,2024-09-13,23.6,Harry-Hopkinson/vscode-runner,2025-01-28,19.1,False,MIT,1,5
walkme.Java-extension-pack,Java extension pack,walkme,660444,5.0,1,2021-11-02,58.0,,,,,,,
CS50.markdown50,CS50-Flavored Markdown,CS50,659276,0,0,2023-04-13,40.6,,,,,,,
matepek.vscode-catch2-test-adapter,TestMate C++,Mate Pek,658881,4.96,26,2026-07-03,2.0,,,,,,,
znck.vue,Vue,Rahul Kadyan,657103,4.2,5,2022-11-08,45.8,znck/vue-developer-experience,2024-12-10,20.7,False,MIT,0,1254
unthrottled.doki-theme,Doki Theme,Unthrottled,655454,4.93,72,2024-10-06,22.8,doki-theme/doki-theme-vscode,2024-10-06,22.8,False,MIT,66,1173
HashiCorp.HCL,HashiCorp HCL,HashiCorp,654426,3.5,8,2024-10-23,22.3,hashicorp/vscode-hcl,2026-01-19,7.4,False,MPL-2.0,17,51
qiu8310.minapp-vscode,WXML - Language Service,Mora Qiu,653813,5.0,19,2024-11-23,21.3,wx-minapp/minapp-vscode,2025-03-28,17.1,False,MIT,32,290
cmstead.jsrefactor,JS Refactor :: JS CodeFormer,Chris Stead,650323,3.5,14,2021-09-01,60.0,cmstead/js-refactor,2021-09-01,60.0,False,MIT,1,209
HookyQR.minify,Minify,HookyQR,647866,2.86,50,2019-03-27,89.2,HookyQR/VSCodeMinify,2024-01-18,31.4,False,NONE,51,54
deque-systems.vscode-axe-linter,axe Accessibility Linter,Deque Systems,646339,4.05,22,2026-08-20,0.4,,,,,,,
yy0931.vscode-sqlite3-editor,SQLite3 Editor,yy0931,643912,4.91,88,2026-06-06,2.9,,,,,,,
Atishay-Jain.All-Autocomplete,All Autocomplete,Atishay Jain,641096,4.38,32,2023-02-11,42.6,atishay/vscode-allautocomplete,2023-03-15,41.6,False,MIT,28,111
Dadroit.dadroit-json-generator,Dadroit JSON Generator,Dadroit,640444,5.0,2,2024-09-29,23.1,DadroitOrganization/JSONGeneratorExtension,2024-09-29,23.1,False,Apache-2.0,4,6
hwencc.html-tag-wrapper,html tag wrapper,hwencc,639214,3.38,21,2017-09-20,107.4,hwen/tag-wrapper,2022-08-04,48.9,False,MIT,9,5
in4margaret.compareit,compareit,in4margaret,638710,4.69,16,2018-02-05,102.8,in4margaret/compareit,2023-07-08,37.8,False,MIT,5,15
fabiospampinato.vscode-monokai-night,Monokai Night Theme,Fabio Spampinato,638241,4.81,27,2024-03-19,29.4,fabiospampinato/vscode-monokai-night,2026-07-17,1.5,False,MIT,6,106
wordpresstoolbox.wordpress-toolbox,WordPress Snippets,Elev8 Web Studio,636863,4.56,9,2025-06-02,15.0,,,,,,,
antfu.iconify,Iconify IntelliSense,Anthony Fu,635215,4.55,11,2025-10-19,10.4,,,,,,,
oysun.vuehelper,VueHelper,oysun,634815,5.0,7,2017-02-23,114.2,OYsun/vscode-VueHelper,2018-06-27,98.2,False,NONE,13,350
p1c2u.docker-compose,Docker Compose,p1c2u,632286,2.2,10,2023-10-19,34.4,p1c2u/vscode-docker-compose,2023-10-19,34.4,False,MIT,26,20
wmaurer.vscode-jumpy,jumpy,wmaurer,630363,4.61,23,2016-10-24,118.2,wmaurer/vscode-jumpy,2023-04-06,40.9,False,MIT,37,128
Catppuccin.catppuccin-vsc-icons,Catppuccin Icons for VSCode,Catppuccin,629546,4.94,32,2025-10-12,10.6,,,,,,,
marcelovelasquez.flutter-tree,Flutter Tree,Marcelo Velasquez,627036,5.0,7,2019-09-12,83.6,MarceloVelasquez/flutter-tree,2025-02-23,18.2,False,GPL-3.0,6,34
TaodongWu.ejs-snippets,ejs Snippets,TaodongWu,626509,5.0,3,2017-02-27,114.1,,,,,,,
TypeScriptTeam.native-preview,TypeScript 7,Microsoft,625824,5.0,13,2026-07-08,1.8,,,,,,,
small.php-ci,PHP intellisense for codeigniter,small,624850,4.71,17,2021-01-19,67.4,smallp/vscode-ci,2026-02-25,6.2,True,MIT,1,31
karigari.chat,Chat,Arjun Attam,623771,2.67,21,2020-06-14,74.6,vsls-contrib/chat,2023-01-06,43.8,False,GPL-3.0,228,534
miguelsolorio.min-theme,Min Theme,Miguel Solorio,623176,4.87,30,2021-07-15,61.6,misolori/min-theme,2024-05-12,27.7,False,MIT,15,246
BenjaminBenais.copilot-theme,Copilot Theme,Benjamin Benais,621607,5.0,11,2023-03-15,41.6,benjaminbenais/copilot-theme,2023-03-15,41.6,False,NONE,7,53
luanpotter.dart-import,dart-import,Luan,621414,4.55,20,2020-10-11,70.7,luanpotter/vscode-dart-import,2022-12-30,44.1,False,NONE,24,67
fortran-lang.linter-gfortran,Modern Fortran,The Fortran Programming Language,615099,4.65,20,2026-01-22,7.3,,,,,,,
redhat.vscode-community-server-connector,Community Server Connectors,Red Hat,612797,4.25,8,2026-08-12,0.7,,,,,,,
DaltonMenezes.aura-theme,Aura Theme,Dalton Menezes,610889,4.95,43,2022-02-19,54.4,daltonmenezes/aura-theme,2025-12-20,8.4,False,MIT,51,3817
ms-pyright.pyright,Pyright,Microsoft,610591,4.55,20,2026-08-14,0.6,,,,,,,
ms-toolsai.tensorboard,Tensorboard,Microsoft,610091,5.0,4,2026-08-21,0.4,,,,,,,
sianglim.slim,Slim,Siang Lim,608998,4.0,6,2017-04-21,112.4,,,,,,,
Tencent-Cloud.coding-copilot,Tencent Cloud CodeBuddy,Tencent Cloud,607520,4.12,119,2026-08-27,0.2,,,,,,,
yuichinukiyama.vscode-preview-server,Preview on Web Server,YuichiNukiyama,607344,4.79,47,2019-08-11,84.7,YuichiNukiyama/vscode-preview-server,2024-03-21,29.4,False,MIT,55,61
