id,name,pub,installs,rating,ratings,updated,months,repo_full,gh_pushed,commit_months,archived,licence,open_issues,stars
kisstkondoros.vscode-gutter-preview,Image preview,Kiss Tamás,4225119,4.83,60,2024-11-30,21.0,kisstkondoros/gutter-preview,2024-11-30,21.0,False,NOASSERTION,17,186
teabyii.ayu,Ayu,teabyii,4188374,4.76,133,2026-04-09,4.8,,,,,,,
cweijan.dbclient-jdbc,Database Client JDBC,Database Client,4166992,3.81,21,2025-06-15,14.6,,,,,,,
monokai.theme-monokai-pro-vscode,Monokai Pro,monokai,4135543,3.58,301,2026-08-05,0.9,,,,,,,
ZainChen.json,json,ZainChen,4135360,3.27,22,2020-11-08,69.7,ZainChen/vscode-json,2024-08-28,24.1,False,MIT,46,142
hediet.vscode-drawio,Draw.io Integration,Henning Dieterichs,4103896,4.91,161,2026-08-28,0.1,,,,,,,
yzane.markdown-pdf,Markdown PDF,yzane,4087055,4.35,130,2026-07-29,1.1,,,,,,,
Continue.continue,Continue - open-source AI code agent,Continue,4045682,3.26,181,2026-06-19,2.4,,,,,,,
mgmcdermott.vscode-language-babel,Babel JavaScript,Michael McDermott,3997294,4.24,29,2023-09-25,35.2,mgmcdermott/vscode-language-babel,2023-09-25,35.2,False,MIT,27,133
Codeium.codeium,"Windsurf Plugin (formerly Codeium): AI Coding Autocomplete and Chat for Python, ",Windsurf,3977272,4.73,1472,2025-06-16,14.5,,,,,,,
lonefy.vscode-JS-CSS-HTML-formatter,JS-CSS-HTML Formatter,lonefy,3967890,1.69,241,2017-03-31,113.0,lonefy/vscode-js-css-html-formatter,2021-07-27,61.2,False,NONE,117,49
adpyke.codesnap,CodeSnap,adpyke,3918368,4.64,74,2021-07-02,62.0,kufii/CodeSnap,2023-12-29,32.1,False,NONE,109,604
thekalinga.bootstrap4-vscode,"Bootstrap 4, Font awesome 4, Font Awesome 5 Free & Pro snippets",Ashok Koyi,3905088,3.79,28,2019-03-11,89.7,1tontech/bootstrap4-snippets,2022-05-28,51.1,False,MIT,41,115
rebornix.Ruby,Ruby,Peng Lv,3882342,4.13,52,2021-01-08,67.7,rubyide/vscode-ruby,2023-07-18,37.5,True,MIT,49,1255
Orta.vscode-jest,Jest,Orta,3842874,3.3,108,2025-06-30,14.1,,,,,,,
waderyan.gitblame,Git Blame,Wade Anderson,3831707,4.42,53,2026-06-26,2.2,,,,,,,
vsls-contrib.gitdoc,GitDoc,Jonathan Carter,3821775,4.55,11,2024-12-26,20.2,lostintangent/gitdoc,2026-02-12,6.6,False,MIT,25,335
johnpapa.winteriscoming,Winter is Coming Theme,John Papa,3731026,4.56,48,2026-07-20,1.4,,,,,,,
Equinusocio.vsc-community-material-theme,Community Material Theme,Material Theme,3728631,4.8,10,2023-11-30,33.0,,,,,,,
donjayamanne.git-extension-pack,Git Extension Pack,Don Jayamanne,3721568,5.0,3,2017-08-06,108.8,DonJayamanne/git-extension-pack,2022-07-16,49.5,False,MIT,9,26
jebbs.plantuml,PlantUML,jebbs,3666999,4.72,105,2024-04-11,28.7,qjebbs/vscode-plantuml,2025-11-16,9.5,False,MIT,232,1225
ms-azuretools.vscode-cosmosdb,Azure Cosmos DB,Microsoft,3599398,3.22,41,2026-08-26,0.2,,,,,,,
MS-CEINTL.vscode-language-pack-it,Italian Language Pack for Visual Studio Code,Microsoft,3595649,4.5,2,2026-08-23,0.3,,,,,,,
rodrigovallades.es7-react-js-snippets,ES7 React/Redux/GraphQL/React-Native snippets,rodrigovallades,3587626,4.6,10,2018-12-13,92.6,rodrigovallades/vscode-es7-javascript-react-snippets,2018-11-30,93.0,False,MIT,0,8
sdras.night-owl,Night Owl,sarah.drasner,3568529,4.85,144,2024-12-31,20.0,sdras/night-owl-vscode-theme,2024-12-31,20.0,False,MIT,48,2955
georgewfraser.vscode-javac,Java Language Support,George Fraser,3563189,3.0,23,2026-07-06,1.9,,,,,,,
stylelint.vscode-stylelint,Stylelint,Stylelint,3557936,3.86,22,2026-03-31,5.1,,,,,,,
shardulm94.trailing-spaces,Trailing Spaces,Shardul Mahadik,3548136,4.77,62,2026-06-23,2.3,,,,,,,
qwtel.sqlite-viewer,SQLite Viewer,Florian Klampfer,3539260,4.05,81,2026-08-27,0.2,,,,,,,
sdras.vue-vscode-snippets,Vue VSCode Snippets,sarah.drasner,3510760,4.73,33,2024-11-19,21.4,sdras/vue-vscode-snippets,2024-11-19,21.4,False,MIT,28,1336
inferrinizzard.prettier-sql-vscode,Prettier SQL VSCode,inferrinizzard,3493035,2.93,15,2023-02-15,42.5,sql-formatter-org/sql-formatter,2026-08-30,0.1,False,MIT,76,2888
Prisma.prisma,Prisma,Prisma,3483294,4.83,30,2026-05-19,3.4,,,,,,,
ms-vscode.js-debug-nightly,JavaScript Debugger (Nightly),Microsoft,3477594,4.14,7,2026-08-24,0.3,,,,,,,
vincaslt.highlight-matching-tag,Highlight Matching Tag,vincaslt,3461414,3.8,108,2023-03-09,41.8,vincaslt/vscode-highlight-matching-tag,2023-07-11,37.7,False,MIT,22,162
ms-python.pylint,Pylint,Microsoft,3443872,2.67,21,2026-08-25,0.2,,,,,,,
REditorSupport.r,R,REditorSupport,3440930,4.88,43,2026-03-24,5.3,,,,,,,
formulahendry.auto-complete-tag,Auto Complete Tag,Jun Han,3371148,4.2,10,2018-08-17,96.5,formulahendry/vscode-auto-complete-tag,2021-01-14,67.5,False,MIT,2,11
GitLab.gitlab-workflow,GitLab,GitLab,3351044,3.35,91,2026-09-01,0.0,,,,,,,
ms-azuretools.vscode-azureappservice,Azure App Service,Microsoft,3342498,3.39,31,2026-05-28,3.2,,,,,,,
Atlassian.atlascode,"Atlassian: Jira, Rovo Dev, Bitbucket",Atlassian,3327539,2.55,231,2026-08-26,0.2,,,,,,,
awwsky.csharpfixformatfixed,C#/.NET Compiler + AIO Toolkit,Przemysław Orłowski,3326054,3.0,4,2025-11-27,9.1,,,,,,,
rifi2k.format-html-in-php,Format HTML in PHP,rifi2k,3295234,3.72,40,2020-09-29,71.1,RiFi2k/format-html-in-php,2022-04-09,52.8,False,Unlicense,35,37
CS50.extension-uninstaller,Extension Uninstaller,CS50,3274052,0,0,2025-07-06,13.9,,,,,,,
Syler.sass-indented,Sass (.sass only),Syler,3236892,4.42,12,2025-02-14,18.5,TheRealSyler/vscode-sass-indented,2025-06-25,14.2,False,NOASSERTION,18,49
onecentlin.laravel5-snippets,Laravel Snippets,Winnie Lin,3169820,4.82,11,2025-03-29,17.1,,,,,,,
brapifra.phpserver,PHP Server,brapifra,3168686,4.12,33,2021-04-14,64.6,brapifra/vscode-phpserver,2023-02-27,42.1,False,NONE,53,100
mongodb.mongodb-vscode,MongoDB for VS Code,MongoDB,3160728,4.42,43,2026-08-27,0.2,,,,,,,
redhat.fabric8-analytics,Red Hat Dependency Analytics,Red Hat,3152639,2.56,32,2026-06-11,2.7,,,,,,,
jasonnutter.search-node-modules,Search node_modules,Jason Nutter,3102143,4.86,14,2018-03-03,102.0,jasonnutter/search-node-modules,2022-12-07,44.8,False,MIT,24,64
MS-CEINTL.vscode-language-pack-pl,Polish Language Pack for Visual Studio Code,Microsoft,3085531,5.0,5,2026-08-23,0.3,,,,,,,
dongli.python-preview,Python Preview,dongli,3084424,4.3,27,2018-09-25,95.2,dongli0x00/python-preview,2018-09-25,95.2,False,MIT,33,123
wingrunr21.vscode-ruby,VSCode Ruby,Stafford Brunk,3069276,5.0,2,2021-01-05,67.8,rubyide/vscode-ruby,2023-07-18,37.5,True,MIT,49,1255
llvm-vs-code-extensions.vscode-clangd,clangd,LLVM,3050984,4.64,81,2026-05-21,3.4,,,,,,,
quicktype.quicktype,Paste JSON as Code,quicktype,3049265,4.6,47,2024-05-31,27.0,glideapps/quicktype,2026-09-01,0.0,False,Apache-2.0,227,13847
yandeu.five-server,Live Server (Five Server),Yannick,3018697,4.59,58,2026-05-12,3.7,,,,,,,
tht13.html-preview-vscode,HTML Preview,Thomas Haakon Townsend,3007576,3.33,72,2018-12-13,92.6,tht13/html-preview-vscode,2018-12-13,92.6,False,MIT,75,47
zxh404.vscode-proto3,vscode-proto3,zxh404,2997449,3.81,16,2021-11-06,57.8,zxh0/vscode-proto3,2026-03-25,5.3,True,MIT,50,371
ms-playwright.playwright,Playwright Test for VSCode,Microsoft,2962835,4.0,42,2026-04-29,4.1,,,,,,,
cweijan.vscode-mysql-client2,MySQL,Database Client,2949577,4.21,270,2026-07-04,1.9,,,,,,,
mohsen1.prettify-json,Prettify JSON,Mohsen Azimi,2948736,2.85,78,2015-12-10,128.7,,,,,,,
azemoh.one-monokai,One Monokai Theme,Joshua Azemoh,2937019,4.9,100,2024-08-20,24.4,azemoh/vscode-one-monokai,2024-08-19,24.4,False,MIT,21,414
Blackboxapp.blackboxagent,Blackbox Agent - Coding Copilot,BLACKBOXAI,2933597,4.35,253,2026-05-22,3.4,,,,,,,
bierner.markdown-preview-github-styles,Markdown Preview Github Styling,Matt Bierner,2895866,4.54,39,2025-06-12,14.7,,,,,,,
enkia.tokyo-night,Tokyo Night,enkia,2891690,4.97,68,2025-02-05,18.8,enkia/tokyo-night-vscode-theme,2025-02-05,18.8,False,MIT,16,2408
ms-azuretools.vscode-azurestorage,Azure Storage,Microsoft,2883075,2.89,19,2026-05-28,3.2,,,,,,,
eg2.tslint,TSLint (deprecated),eg2,2862578,4.87,46,2021-05-18,63.5,Microsoft/vscode-tslint,2021-08-13,60.6,True,NOASSERTION,34,419
GraphQL.vscode-graphql,GraphQL: Language Feature Support,GraphQL Foundation,2792621,3.22,45,2026-05-14,3.6,,,,,,,
ms-toolsai.vscode-ai,Azure Machine Learning,Microsoft,2761589,4.6,15,2026-09-01,0.0,,,,,,,
xabikos.ReactSnippets,Reactjs code snippets,charalampos karypidis,2742856,4.96,24,2019-10-29,82.1,xabikos/vscode-react,2020-02-18,78.4,False,MIT,14,383
svelte.svelte-vscode,Svelte for VS Code,Svelte,2726155,5.0,51,2026-08-13,0.6,,,,,,,
GraphQL.vscode-graphql-syntax,GraphQL: Syntax Highlighting,GraphQL Foundation,2725680,5.0,3,2026-05-14,3.6,,,,,,,
docker.docker,Docker DX,Docker,2724466,2.88,8,2025-10-15,10.5,,,,,,,
MS-vsliveshare.vsliveshare-pack,Live Share Extension Pack,Microsoft,2715882,4.61,31,2020-06-02,75.0,microsoft/live-share,2026-08-03,1.0,False,CC-BY-4.0,281,2382
Mikael.Angular-BeastCode,"Angular 17 Snippets - TypeScript, Html, Angular Material, ngRx, RxJS & Flex Layo",Mikael Morlund,2712395,4.57,28,2024-02-17,30.5,BeastCode/VSCode-Angular-TypeScript-Snippets,2024-07-11,25.7,False,MIT,17,93
amiralizadeh9480.laravel-extra-intellisense,Laravel Extra Intellisense,amir,2703594,4.29,38,2026-07-15,1.6,,,,,,,
mathematic.vscode-pdf,PDF Viewer,Mathematic Inc,2692380,4.83,24,2026-08-29,0.1,,,,,,,
foxundermoon.shell-format,shell-format,foxundermoon,2691045,3.0,43,2025-07-15,13.6,,,,,,,
glenn2223.live-sass,Live Sass Compiler,Glenn Marks,2688051,4.9,63,2026-04-14,4.6,,,,,,,
Alibaba-Cloud.tongyi-lingma,Qoder CN （Formerly Lingma） - Alibaba Cloud AI Agentic Coding Platform,Alibaba-Cloud,2681324,3.61,160,2026-08-07,0.8,,,,,,,
ms-vscode.notepadplusplus-keybindings,Notepad++ keymap,Microsoft,2671998,4.67,12,2021-03-26,65.2,Microsoft/vscode-notepadplusplus-keybindings,2024-03-18,29.5,False,MIT,15,29
formulahendry.vscode-mysql,MySQL,Jun Han,2662188,3.67,40,2023-10-17,34.5,formulahendry/vscode-mysql,2023-10-17,34.5,False,MIT,161,229
tonybaloney.vscode-pets,vscode-pets,Anthony Shaw,2659646,4.93,122,2026-07-24,1.3,,,,,,,
xaver.clang-format,Clang-Format,Xaver Hellauer,2642940,4.0,18,2019-01-22,91.3,xaverh/vscode-clang-format-provider,2026-02-12,6.6,False,MIT,68,266
Postman.postman-for-vscode,Postman,Postman,2641852,2.99,93,2025-12-10,8.7,,,,,,,
whizkydee.material-palenight-theme,Palenight Theme,Olaolu Olawuyi,2630310,4.93,72,2024-10-20,22.4,whizkydee/vscode-palenight-theme,2024-10-20,22.4,False,MIT,29,446
Vue.vscode-typescript-vue-plugin,TypeScript Vue Plugin (Volar),Vue,2630099,4.5,16,2023-12-26,32.2,vuejs/language-tools,2026-09-01,0.0,False,MIT,27,6716
salesforce.salesforcedx-vscode-core,Salesforce CLI,Salesforce,2614312,1.72,54,2026-08-26,0.2,,,,,,,
george-alisson.html-preview-vscode,HTML Preview,George Oliveira,2609825,3.53,43,2018-11-29,93.1,george-alisson/html-preview-vscode,2018-11-29,93.1,False,MIT,0,14
ms-toolsai.vscode-ai-remote,Azure Machine Learning - Remote,Microsoft,2608251,3.2,5,2026-09-01,0.0,,,,,,,
ritwickdey.live-sass,Live Sass Compiler,Ritwick Dey,2604653,4.4,213,2018-07-11,97.7,ritwickdey/vscode-live-sass-compiler,2023-11-22,33.3,True,MIT,413,653
VisualStudioToolsForUnity.vstuc,Unity,Microsoft,2604630,3.84,80,2026-08-06,0.9,,,,,,,
icrawl.discord-vscode,Discord Presence,Crawl,2603409,4.35,133,2025-04-12,16.7,,,,,,,
ryannaddy.laravel-artisan,Laravel Artisan,Ryan Naddy,2591200,4.09,22,2026-04-17,4.5,,,,,,,
2gua.rainbow-brackets,Rainbow Brackets,2gua,2558120,4.32,85,2016-05-12,123.7,,,,,,,
ms-vscode.azurecli,Azure CLI Tools,Microsoft,2555080,3.21,19,2024-01-19,31.4,Microsoft/vscode-azurecli,2026-04-02,5.0,False,MIT,25,70
RobbOwen.synthwave-vscode,SynthWave '84,Robb Owen,2537901,4.8,197,2025-07-17,13.5,,,,,,,
LittleFoxTeam.vscode-python-test-adapter,Python Test Explorer for Visual Studio Code,Little Fox Team,2530339,4.52,25,2024-02-03,30.9,kondratyev-nv/vscode-python-test-adapter,2024-02-03,30.9,False,MIT,71,135
pflannery.vscode-versionlens,Version Lens,pflannery,2521495,4.6,94,2026-03-27,5.2,,,,,,,
MS-CEINTL.vscode-language-pack-cs,Czech Language Pack for Visual Studio Code,Microsoft,2499590,5.0,4,2026-08-23,0.3,,,,,,,
DanielSanMedium.dscodegpt,CodeGPT: AI Coding Agents & Chat,Code GPT,2491571,3.42,329,2026-08-30,0.1,,,,,,,
codingyu.laravel-goto-view,Laravel goto view,codingyu,2490046,3.86,22,2023-10-15,34.6,codingyu/laravel-goto-view,2023-10-15,34.6,False,MIT,14,45
janisdd.vscode-edit-csv,Edit CSV,janisdd,2473782,4.73,114,2026-04-03,5.0,,,,,,,
jock.svg,SVG,jock,2471269,4.66,38,2024-06-30,26.1,lishu/vscode-svg2,2024-08-30,24.0,False,MIT,35,234
ionutvmi.path-autocomplete,Path Autocomplete,Mihai Vilcu,2469107,4.75,57,2023-09-10,35.7,mihai-vlc/path-autocomplete,2026-03-02,6.0,False,MIT,11,167
ms-python.anaconda-extension-pack,Anaconda Extension Pack,Microsoft,2466085,4.0,4,2018-10-10,94.7,Microsoft/vscode-anaconda-extension-pack,2018-10-10,94.7,True,MIT,0,22
shufo.vscode-blade-formatter,Laravel Blade formatter,Shuhei Hayashibara,2455226,4.45,31,2026-03-25,5.3,,,,,,,
ms-azuretools.vscode-azurevirtualmachines,Azure Virtual Machines,Microsoft,2429178,5.0,3,2026-05-29,3.1,,,,,,,
dbaeumer.jshint,jshint,Microsoft,2425701,3.66,41,2020-11-10,69.7,Microsoft/vscode-jshint,2022-12-23,44.3,True,MIT,41,71
k--kato.intellij-idea-keybindings,IntelliJ IDEA Keybindings,Keisuke Kato,2420620,4.83,99,2026-02-22,6.3,,,,,,,
ms-vscode.sublime-keybindings,Sublime Text Keymap and Settings Importer,Microsoft,2411575,5.0,37,2024-01-19,31.4,Microsoft/vscode-sublime-keybindings,2026-08-07,0.8,False,MIT,50,257
redhat.vscode-commons,Red Hat Commons,Red Hat,2409403,2.24,21,2021-04-27,64.2,redhat-developer/vscode-commons,2023-01-24,43.2,False,Apache-2.0,12,16
anseki.vscode-color,Color Picker,anseki,2397945,2.42,119,2017-08-04,108.9,anseki/vscode-color,2022-11-03,45.9,True,MIT,0,98
ms-vscode.vscode-node-azure-pack,Azure Tools,Microsoft,2393798,2.95,19,2026-05-07,3.8,,,,,,,
alexisvt.flutter-snippets,Flutter Widget Snippets,Alexis Villegas Torres,2391735,4.7,10,2021-10-29,58.1,Alexisvt/flutter-snippets,2023-01-08,43.8,False,MIT,9,51
leizongmin.node-module-intellisense,Node.js Modules Intellisense,LEI Zongmin,2378757,4.82,11,2017-12-13,104.6,leizongmin/vscode-node-module-intellisense,2020-06-02,75.0,False,MIT,8,62
emmanuelbeziat.vscode-great-icons,VSCode Great Icons,Emmanuel Béziat,2340600,4.9,52,2026-04-06,4.9,,,,,,,
salesforce.salesforcedx-vscode-apex,Apex,Salesforce,2338340,2.62,8,2026-08-26,0.2,,,,,,,
ahmadawais.shades-of-purple,Shades of Purple,Ahmad Awais ⚡,2334683,4.93,179,2025-10-15,10.5,,,,,,,
nrwl.angular-console,Nx Console,nrwl,2332239,3.72,60,2026-06-08,2.8,,,,,,,
ms-azuretools.vscode-azurestaticwebapps,Azure Static Web Apps,Microsoft,2291480,3.0,10,2026-05-28,3.2,,,,,,,
sumneko.lua,Lua,sumneko,2281962,4.72,47,2026-08-13,0.6,,,,,,,
ms-toolsai.datawrangler,Data Wrangler,Microsoft,2266526,4.52,73,2026-06-10,2.7,,,,,,,
donjayamanne.jquerysnippets,jQuery Code Snippets,Don Jayamanne,2261255,4.35,26,2015-12-07,128.8,,,,,,,
MehediDracula.php-namespace-resolver,PHP Namespace Resolver,Mehedi Hassan,2258301,4.84,32,2026-02-20,6.3,,,,,,,
timonwong.shellcheck,ShellCheck,Timon Wong,2255967,4.95,44,2026-05-09,3.8,,,,,,,
firsttris.vscode-jest-runner,Jest / Vitest Runner,firsttris,2248798,4.72,61,2026-04-21,4.4,,,,,,,
yoavbls.pretty-ts-errors,Pretty TypeScript Errors,yoavbls,2241751,4.97,117,2026-03-29,5.1,,,,,,,
vsciot-vscode.vscode-arduino,Arduino (deprecated),Microsoft,2236673,3.06,126,2024-09-03,23.9,Microsoft/vscode-arduino,2024-10-01,23.0,True,NOASSERTION,297,1192
salesforce.salesforcedx-vscode-lightning,Aura Components,Salesforce,2222357,3.0,2,2026-08-26,0.2,,,,,,,
ms-azuretools.azure-dev,Azure Developer CLI,Microsoft,2209197,5.0,3,2025-09-22,11.3,,,,,,,
salesforce.salesforcedx-vscode-visualforce,Visualforce,Salesforce,2208502,5.0,1,2026-08-26,0.2,,,,,,,
jcbuisson.vue,vue,jcbuisson,2204484,3.33,3,2017-03-01,114.0,LiuJi-Jim/vscode-vue,2021-03-26,65.2,False,MIT,10,71
salesforce.salesforcedx-vscode-lwc,Lightning Web Components,Salesforce,2201330,3.67,3,2026-08-26,0.2,,,,,,,
mrmlnc.vscode-scss,SCSS IntelliSense,mrmlnc,2198818,4.26,34,2021-05-08,63.8,mrmlnc/vscode-scss,2023-08-15,36.6,False,MIT,57,180
salesforce.salesforcedx-vscode-apex-replay-debugger,Apex Replay Debugger,Salesforce,2176644,4.0,1,2026-08-26,0.2,,,,,,,
tushortz.python-extended-snippets,Python Extended,Taiwo Kareem,2159406,4.0,4,2016-02-25,126.2,tushortz/vscode-Python-Extended,2023-07-12,37.7,False,MIT,10,28
BracketPairColorDLW.bracket-pair-color-dlw,Bracket Pair Color DLW,Bracket Pair Color DLW,2159382,5.0,1,2022-06-21,50.4,EmersonGarrido/bracket-pair-dlw,2022-06-21,50.4,False,MIT,0,1
aeschli.vscode-css-formatter,CSS Formatter,Martin Aeschlimann,2158465,4.19,36,2021-11-17,57.5,aeschli/vscode-css-formatter,2023-03-14,41.6,False,NOASSERTION,15,18
bianxianyang.htmlplay,HTML Play,bianxianyang,2156726,3.88,8,2021-11-26,57.2,,,,,,,
mohd-akram.vscode-html-format,HTML Format,Mohamed Akram,2150390,3.64,14,2024-01-06,31.8,mohd-akram/vscode-html-format,2025-11-18,9.4,False,MIT,3,11
figma.figma-vscode-extension,Figma for VS Code,Figma,2143081,3.08,78,2026-06-10,2.7,,,,,,,
GoogleCloudTools.cloudcode,Google Cloud Code,Google Cloud,2139446,2.62,95,2026-08-18,0.5,,,,,,,
almenon.arepl,AREPL for python,Almenon,2127411,4.89,110,2024-11-19,21.4,almenon/arepl-vscode,2026-08-10,0.7,False,MIT,135,300
ChakrounAnas.turbo-console-log,Turbo Console Log,Anas Chakroun,2117998,4.01,100,2026-08-29,0.1,,,,,,,
mathiasfrohlich.Kotlin,Kotlin Language,mathiasfrohlich,2108585,4.57,7,2020-02-11,78.6,mathiasfrohlich/vscode-kotlin,2023-01-11,43.7,False,Apache-2.0,26,222
ms-vscode.vscode-serial-monitor,Serial Monitor,Microsoft,2080047,3.63,38,2025-11-28,9.1,,,,,,,
njqdev.vscode-python-typehint,Python Type Hint,njqdev,2057463,4.71,7,2022-12-12,44.6,njqdev/vscode-python-typehint,2024-09-30,23.0,False,MIT,1,19
Unity.unity-debug,Debugger for Unity,Unity Technologies,2050018,3.1,52,2025-01-11,19.6,Unity-Technologies/vscode-unity-debug,2024-04-05,28.9,True,NOASSERTION,75,463
bungcip.better-toml,Better TOML,bungcip,2046288,2.94,17,2018-02-18,102.4,bungcip/better-toml,2022-04-13,52.6,True,NONE,19,76
MS-CEINTL.vscode-language-pack-hu,Hungarian Language Pack for Visual Studio Code,Microsoft,2040995,5.0,3,2020-08-12,72.6,Microsoft/vscode-loc,2026-08-31,0.0,False,NOASSERTION,93,743
michelemelluso.code-beautifier,Beautify css/sass/scss/less,michelemelluso,2009505,3.7,50,2019-07-25,85.2,mike7515/code-beautifier,2022-12-30,44.1,False,MIT,29,19
mitaki28.vscode-clang,C/C++ Clang Command Adapter,Yasuaki MITANI,2004991,4.33,27,2021-05-11,63.7,mitaki28/vscode-clang,2023-04-16,40.5,False,MIT,62,129
mgesbert.python-path,Python Path,Mathias Gesbert,1995393,4.33,6,2022-08-10,48.7,mgesbert/vscode-python-path,2022-08-10,48.7,False,MIT,4,10
salesforce.salesforce-vscode-slds,SLDS Validator,Salesforce,1983697,3.25,4,2024-12-04,20.9,forcedotcom/salesforcedx-vscode-slds,2026-07-24,1.3,False,BSD-3-Clause,33,33
sibiraj-s.vscode-scss-formatter,SCSS Formatter,Sibiraj,1973025,4.64,14,2025-08-16,12.5,,,,,,,
styled-components.vscode-styled-components,vscode-styled-components,Styled Components,1971035,4.52,25,2023-04-05,40.9,styled-components/vscode-styled-components,2024-06-30,26.1,True,MIT,72,921
RooVeterinaryInc.roo-cline,Roo Code,Roo Code,1970697,4.72,348,2026-05-15,3.6,,,,,,,
adpyke.vscode-sql-formatter,SQL Formatter,adpyke,1968935,3.83,29,2019-10-31,82.0,kufii/vscode-sql-formatter,2022-03-19,53.4,False,NONE,42,42
ms-azuretools.vscode-azure-github-copilot,GitHub Copilot for Azure,Microsoft,1966775,3.67,12,2026-08-10,0.7,,,,,,,
ms-dotnettools.dotnet-interactive-vscode,Polyglot Notebooks,Microsoft,1947682,4.12,49,2026-03-31,5.1,,,,,,,
ms-python.flake8,Flake8,Microsoft,1941153,5.0,6,2026-08-25,0.2,,,,,,,
salesforce.salesforcedx-vscode,Salesforce Extension Pack,Salesforce,1936844,2.59,61,2026-08-26,0.2,,,,,,,
MarsCode.marscode-extension,TraeCode: Coding Assistant,MarsCode,1923489,3.48,121,2026-08-18,0.5,,,,,,,
Shopify.ruby-lsp,Ruby LSP,Shopify,1919884,2.82,61,2026-07-29,1.1,,,,,,,
Ionide.Ionide-fsharp,Ionide for F#,Ionide,1905115,4.71,115,2026-02-05,6.8,,,,,,,
wesbos.theme-cobalt2,Cobalt2 Theme Official,Wes Bos,1895855,4.75,81,2025-01-07,19.8,wesbos/cobalt2-vscode,2025-01-07,19.8,False,MIT,35,807
ms-azuretools.vscode-azurecontainerapps,Azure Container Apps,Microsoft,1892817,0,0,2026-06-30,2.1,,,,,,,
neilbrayfield.php-docblocker,PHP DocBlocker,Neil Brayfield,1884952,4.89,35,2022-02-11,54.6,neild3r/vscode-php-docblocker,2023-01-07,43.8,False,MIT,45,96
detachhead.basedpyright,BasedPyright,detachhead,1881480,4.88,17,2026-08-13,0.6,,,,,,,
rust-lang.rust,Rust (deprecated),The Rust Programming Language ,1871994,2.67,129,2022-11-15,45.5,rust-lang/vscode-rust,2022-11-15,45.5,True,NOASSERTION,302,1399
kleber-swf.unity-code-snippets,Unity Code Snippets,Kleber Silva,1868314,4.94,31,2024-02-25,30.2,kleber-swf/vscode-unity-code-snippets,2026-08-18,0.5,False,MIT,8,64
jchannon.csharpextensions,C# Extensions,jchannon,1850736,3.87,23,2019-11-04,81.9,jchannon/csharpextensions,2018-09-12,95.6,True,MIT,20,73
formulahendry.terminal,Terminal,Jun Han,1839267,4.93,15,2017-07-22,109.3,formulahendry/vscode-terminal,2017-07-22,109.3,False,NONE,15,52
AmazonWebServices.amazon-q-vscode,Amazon Q,Amazon Web Services,1836851,3.96,54,2026-08-21,0.4,,,,,,,
EQuimper.react-native-react-redux,React-Native/React/Redux snippets for es6/es7,EQuimper,1831118,5.0,9,2020-10-09,70.7,EQuimper/VSC-React-Native-React-Redux-Snippets,2020-10-09,70.7,False,NONE,7,54
JuanBlanco.solidity,solidity,Juan Blanco,1831038,4.42,26,2025-11-04,9.9,,,,,,,
file-icons.file-icons,file-icons,file-icons,1830585,4.97,32,2023-07-04,37.9,file-icons/vscode,2024-02-11,30.7,False,MIT,30,210
mtxr.sqltools-driver-mysql,SQLTools MySQL/MariaDB/TiDB,Matheus Teixeira,1821296,3.71,7,2026-07-06,1.9,,,,,,,
miguelsolorio.fluent-icons,Fluent Icons,Miguel Solorio,1819453,5.0,31,2024-10-25,22.2,misolori/vscode-fluent-icons,2024-10-25,22.2,False,MIT,4,165
